Bore_ID,year,month,day,RSWL_from_SWL
bore_118947,1991,1,15,315.07
bore_118947,1991,1,23,315.07
bore_118947,1991,2,26,315.07
bore_118947,1991,3,23,314.77
bore_118947,1991,4,24,314.62
bore_118947,1991,5,20,314.62
bore_118947,1991,6,21,314.67
bore_118947,1991,7,15,314.97
bore_118947,1991,8,15,315.37
bore_118947,1991,9,18,316.17
bore_118947,1991,10,15,315.77
bore_118947,1991,11,21,315.37
bore_118947,1991,12,20,314.87
bore_118947,1992,1,22,314.37
bore_118947,1992,2,20,314.37
bore_118947,1992,3,25,314.27
bore_118947,1992,4,20,314.37
bore_118947,1992,5,19,314.47
bore_118947,1992,6,20,314.47
bore_118947,1992,7,19,314.37
bore_118947,1992,8,13,314.47
bore_118947,1992,9,20,314.67
bore_118947,1992,10,18,314.87
bore_118947,1992,11,21,315.17
bore_118947,1992,12,21,315.67
bore_118947,1993,1,19,315.07
bore_118947,1993,1,20,315.37
bore_118947,1993,2,20,314.97
bore_118947,1993,2,22,315.07
bore_118947,1993,3,18,315.12
bore_118947,1993,3,22,314.87
bore_118947,1993,4,15,315.17
bore_118947,1993,4,17,314.87
bore_118947,1993,5,20,315.27
bore_118947,1993,5,23,314.77
bore_118947,1993,6,21,315.42
bore_118947,1993,7,22,315.57
bore_118947,1993,8,19,315.72
bore_118947,1993,9,20,315.87
bore_118947,1993,10,17,315.77
bore_118947,1993,11,19,315.57
bore_118947,1993,12,20,315.37
bore_118947,2001,6,6,313.28
bore_118947,2001,7,11,313.31
bore_118947,2001,9,3,313.45
bore_118947,2001,9,27,313.49
bore_118947,2001,10,30,313.63
bore_118947,2001,11,22,313.6
bore_118947,2002,1,2,313.36
bore_118947,2002,2,1,313.19
bore_118947,2002,2,2,313.19
bore_118947,2002,3,8,313.01
bore_118947,2002,4,3,312.98
bore_118947,2002,5,8,312.91
bore_118947,2002,6,5,312.95
bore_118947,2002,7,30,313.03
bore_118947,2002,9,10,313.02
bore_118947,2002,10,3,313.02
bore_118947,2003,7,2,313.02
bore_118947,2003,8,26,313.21
bore_118947,2003,10,7,313.46
bore_118947,2003,11,11,313.47
bore_118947,2003,12,1,313.44
bore_118947,2004,2,9,313.12
bore_118947,2004,3,15,312.89
bore_118947,2004,8,3,313.01
bore_118947,2004,9,6,313.14
bore_118947,2004,10,11,313.41
bore_118947,2004,12,15,313.46
bore_118947,2005,1,10,313.26
bore_118947,2005,5,1,313.02
bore_118947,2005,6,8,312.97
bore_118947,2005,7,13,313.14
bore_118947,2005,8,9,313.21
bore_118947,2005,9,14,313.52
bore_118947,2005,11,21,313.67
bore_118947,2006,1,12,313.37
bore_118947,2006,2,1,313.13
bore_118947,2006,3,22,313.05
bore_118947,2006,4,27,313.03
bore_118947,2006,5,12,312.97
bore_118947,2006,6,21,312.97
bore_118947,2006,6,30,312.97
bore_118947,2006,8,23,312.92
bore_118947,2010,3,23,312.12
bore_118947,2010,4,26,312.37
bore_118947,2010,5,24,312.47
bore_118947,2010,6,21,312.52
bore_118947,2010,7,13,312.81
bore_118947,2010,8,14,313.14
bore_118947,2010,10,18,313.87
bore_118947,2010,11,12,313.85
bore_118947,2010,12,22,314.38
bore_118947,2011,1,24,314.24
bore_118947,2011,2,21,314.46
bore_118947,2011,3,25,316.11
bore_118947,2011,4,27,316
bore_118947,2011,5,18,313.99
bore_118947,2011,6,9,314.03
bore_118947,2011,6,22,315.72
bore_118947,2011,7,7,314.23
bore_118947,2011,9,21,314.49
bore_118947,2011,10,20,314.62
bore_118947,2011,11,11,314.47
bore_118947,2011,12,5,315.41
bore_118947,2012,1,6,314.08
bore_118947,2012,2,14,313.76
bore_118947,2012,3,13,314.04
bore_118947,2012,4,10,314.54
bore_118947,2012,9,12,314.75
bore_118947,2012,10,5,314.64
bore_118947,2012,11,8,314.45
bore_118947,2014,10,20,313.85
bore_118947,2015,1,29,313.38
bore_118947,2015,7,25,313.12
bore_118947,2016,4,28,312.17
