Bore_ID,year,month,day,RSWL_from_SWL
bore_141234,2014,5,28,38.56
bore_141234,2014,6,23,38.83
bore_141234,2014,7,22,41.11
bore_141234,2014,8,28,40.98
bore_141234,2014,9,23,40.59
bore_141234,2014,10,31,39.99
bore_141234,2014,11,26,40.44
bore_141234,2014,12,22,38.92
bore_141234,2015,1,27,38.6
bore_141234,2015,2,23,38.35
bore_141234,2015,3,24,38.2
bore_141234,2015,4,27,38.15
bore_141234,2015,5,25,38.22
bore_141234,2015,6,24,38.3
bore_141234,2015,7,27,38.81
bore_141234,2015,8,25,39.48
bore_141234,2015,9,25,39.48
bore_141234,2015,10,29,38.84
bore_141234,2015,11,26,38.49
bore_141234,2015,12,21,38.24
bore_141234,2016,1,29,38.01
bore_141234,2016,2,25,37.93
bore_141234,2016,3,23,37.8
bore_141234,2016,4,29,37.83
bore_141234,2016,5,24,37.81
bore_141234,2016,6,27,37.93
