Bore_ID,year,month,day,RSWL_from_SWL
bore_WRK961326,2019,6,9,15.34
bore_WRK961326,2019,6,10,15.33
bore_WRK961326,2019,6,11,15.33
bore_WRK961326,2019,6,12,15.33
bore_WRK961326,2019,6,13,15.34
bore_WRK961326,2019,6,14,15.36
bore_WRK961326,2019,6,15,15.36
bore_WRK961326,2019,6,16,15.36
bore_WRK961326,2019,6,17,15.36
bore_WRK961326,2019,6,18,15.35
bore_WRK961326,2019,6,19,15.36
bore_WRK961326,2019,6,20,15.36
bore_WRK961326,2019,6,21,15.36
bore_WRK961326,2019,6,22,15.36
bore_WRK961326,2019,6,23,15.37
bore_WRK961326,2019,6,24,15.37
bore_WRK961326,2019,6,25,15.37
bore_WRK961326,2019,6,26,15.37
bore_WRK961326,2019,6,27,15.36
bore_WRK961326,2019,6,28,15.36
bore_WRK961326,2019,6,29,15.36
bore_WRK961326,2019,6,30,15.38
bore_WRK961326,2019,7,1,15.43
bore_WRK961326,2019,7,2,15.43
bore_WRK961326,2019,7,3,15.42
bore_WRK961326,2019,7,4,15.41
bore_WRK961326,2019,7,5,15.41
bore_WRK961326,2019,7,6,15.4
bore_WRK961326,2019,7,7,15.4
bore_WRK961326,2019,7,8,15.4
bore_WRK961326,2019,7,9,15.4
bore_WRK961326,2019,7,10,15.4
bore_WRK961326,2019,7,11,15.43
bore_WRK961326,2019,7,12,15.59
bore_WRK961326,2019,7,13,15.65
bore_WRK961326,2019,7,14,15.8
bore_WRK961326,2019,7,15,15.86
bore_WRK961326,2019,7,16,15.86
bore_WRK961326,2019,7,17,15.88
bore_WRK961326,2019,7,18,15.91
bore_WRK961326,2019,7,19,15.95
bore_WRK961326,2019,7,20,15.9
bore_WRK961326,2019,7,21,15.82
bore_WRK961326,2019,7,22,15.77
bore_WRK961326,2019,7,23,15.74
bore_WRK961326,2019,7,24,15.75
bore_WRK961326,2019,7,25,15.84
bore_WRK961326,2019,7,26,15.79
bore_WRK961326,2019,7,27,15.74
bore_WRK961326,2019,7,28,15.71
bore_WRK961326,2019,7,29,15.68
bore_WRK961326,2019,7,30,15.66
bore_WRK961326,2019,7,31,15.64
bore_WRK961326,2019,8,1,15.62
bore_WRK961326,2019,8,2,15.61
bore_WRK961326,2019,8,3,15.59
bore_WRK961326,2019,8,4,15.59
bore_WRK961326,2019,8,5,15.58
bore_WRK961326,2019,8,6,15.57
bore_WRK961326,2019,8,7,15.57
bore_WRK961326,2019,8,8,15.56
bore_WRK961326,2019,8,9,15.55
bore_WRK961326,2019,8,10,15.56
bore_WRK961326,2019,8,11,15.6
bore_WRK961326,2019,8,12,15.72
bore_WRK961326,2019,8,13,15.81
