Bore_ID,year,month,day,RSWL_from_SWL
bore_WRK958155,2002,7,2,245.7
bore_WRK958155,2002,8,7,245.57
bore_WRK958155,2002,9,17,245.57
bore_WRK958155,2002,9,26,245.51
bore_WRK958155,2002,10,29,245.46
bore_WRK958155,2002,11,29,245.45
bore_WRK958155,2002,12,30,245.32
bore_WRK958155,2003,1,30,245.25
bore_WRK958155,2003,2,27,245.25
bore_WRK958155,2003,3,27,245.15
bore_WRK958155,2003,4,28,245.11
bore_WRK958155,2003,5,29,245
bore_WRK958155,2003,6,23,245
bore_WRK958155,2003,7,28,245.05
bore_WRK958155,2003,8,26,245.02
bore_WRK958155,2003,11,18,244.73
bore_WRK958155,2004,5,4,245.05
bore_WRK958155,2004,6,7,245.02
bore_WRK958155,2004,7,2,245.01
bore_WRK958155,2004,10,4,244.89
bore_WRK958155,2004,11,8,244.92
bore_WRK958155,2004,12,5,245.03
bore_WRK958155,2005,1,10,244.98
bore_WRK958155,2005,2,4,244.92
bore_WRK958155,2005,3,23,244.87
bore_WRK958155,2005,4,28,244.86
bore_WRK958155,2005,5,12,244.9
bore_WRK958155,2005,6,6,244.87
bore_WRK958155,2005,9,21,244.87
bore_WRK958155,2006,6,29,244.72
bore_WRK958155,2006,7,24,244.72
bore_WRK958155,2006,8,28,244.69
bore_WRK958155,2006,9,15,244.68
bore_WRK958155,2006,10,31,244.65
bore_WRK958155,2006,11,29,244.63
bore_WRK958155,2007,4,18,244.58
bore_WRK958155,2007,9,24,244.21
bore_WRK958155,2007,11,20,244.03
bore_WRK958155,2009,1,9,243.84
bore_WRK958155,2009,2,5,243.84
bore_WRK958155,2009,3,5,243.78
bore_WRK958155,2009,4,2,243.74
bore_WRK958155,2009,5,1,243.64
bore_WRK958155,2009,6,3,243.61
bore_WRK958155,2009,7,8,243.61
bore_WRK958155,2009,8,5,243.6
bore_WRK958155,2009,9,8,243.6
bore_WRK958155,2009,10,14,243.31
bore_WRK958155,2009,11,11,243.29
bore_WRK958155,2009,12,9,243.28
bore_WRK958155,2010,1,13,243.17
bore_WRK958155,2010,2,10,243.17
bore_WRK958155,2010,3,10,243.18
bore_WRK958155,2010,4,7,243.19
bore_WRK958155,2010,6,17,243.16
bore_WRK958155,2010,7,7,243.13
bore_WRK958155,2010,8,4,243.18
bore_WRK958155,2010,9,8,243.25
bore_WRK958155,2010,10,6,243.34
bore_WRK958155,2010,11,3,243.58
bore_WRK958155,2010,12,1,243.74
bore_WRK958155,2011,3,2,244.26
bore_WRK958155,2011,4,6,244.31
bore_WRK958155,2011,5,4,244.35
bore_WRK958155,2011,6,1,244.41
bore_WRK958155,2011,7,13,244.38
bore_WRK958155,2011,8,14,244.5
bore_WRK958155,2011,9,16,244.53
bore_WRK958155,2011,10,16,244.57
bore_WRK958155,2011,11,16,244.54
bore_WRK958155,2011,12,15,244.65
bore_WRK958155,2012,1,9,244.67
bore_WRK958155,2012,2,8,244.65
bore_WRK958155,2012,3,2,244.62
bore_WRK958155,2012,4,11,244.53
